,Location,Total salary,Average salary,occupation_name
740,"Fort Worth (Southwest) & Benbrook Cities PUMA, TX",3646066294.0,44300.99188242792,Stationary engineers & boiler operators
2355,"Woodbury City PUMA, NJ",3643537087.0,44660.431653686544,Economists
1622,"Ottawa County (East) PUMA, MI",3642648042.0,45523.13053270534,Network and computer systems administrators
1859,"Saginaw County PUMA, MI",3637771237.0,42517.31225397485,Food service managers
1417,"Monroe County PUMA, MI",3637429033.0,43758.696995477156,"Other engineering technologists and technicians, except drafters"
882,"Hackensack & Englewood (West) Cities PUMA, NJ",3634008935.0,44625.395582871606,Firstline supervisors of housekeeping & janitorial workers
40,"Anchorage Municipality (North) PUMA, AK",3632291509.0,43540.978003428376,Environmental engineers
2202,"Ulster County (East) PUMA, NY",3629507025.0,42684.64068747911,Payroll & timekeeping clerks
1750,"Portland City (Southeast) PUMA, OR",3628476837.0,42998.325919344024,Bill & account collectors
2132,"Tamarac, Oakland Park & North Lauderdale Cities PUMA, FL",3626459852.0,41775.07654622186,"Entertainers & performers, sports & related workers, all other"
696,"Fairfield County PUMA, OH",3624030265.0,44635.25213465225,Medical secretaries and administrative assistants
2127,"Tacoma City (Central) PUMA, WA",3623048463.0,43231.23798220628,Artists & related workers
1211,"Lebanon & Springboro (East) Cities PUMA, OH",3622892765.0,46283.73844529572,"Purchasing agents, except wholesale, retail, & farm products"
2080,"St. Lucie County (South) PUMA, FL",3620495658.0,43043.284090644636,"Claims adjusters, appraisers, examiners, & investigators"
2174,"Towson (East & Central), Parkville & Carney PUMA, MD",3620014040.0,47224.19295346491,Firstline supervisors of housekeeping & janitorial workers
472,"Columbus City (Central) PUMA, OH",3618830381.0,45374.30732586068,"Miscellaneous agricultural workers, including animal breeders"
1566,"Oakland County (Central) PUMA, MI",3616589559.0,41608.6635881816,"Inspectors, testers, sorters, samplers, & weighers"
1348,"Meriden, Wallingford & North Haven Towns PUMA, CT",3615888053.0,46718.25496530484,Other assemblers and fabricators
1079,"Johnson County PUMA, TX",3612763037.0,43365.89202498793,Personal care aides
1353,"Mesa City (North Central) PUMA, AZ",3611389081.0,43290.75737362894,"Metal furnace operators, tenders, pourers, & casters"
2254,"Washington Township (South & East)Indianapolis City (North) PUMA, IN",3610972392.0,46233.212795453604,"Maintenance & repair workers, general"
2144,"Tempe (South) & Chandler (Northwest) Cities PUMA, AZ",3608949523.0,47366.95753797996,Emergency medical technicians
614,"Easley & Clemson Cities PUMA, SC",3604809836.0,42784.32666015025,Physical therapists
627,"East of I-35W & West of US-377 PUMA, TX",3602411831.0,46438.31950142194,Licensed practical & licensed vocational nurses
2281,"Weigelstown PUMA, PA",3600433356.0,44535.65537562915,Painting workers
78,"Auburn City PUMA, AL",3599010895.0,45152.39874711296,Dentists
1142,"LA City (Northeast/North Hollywood & Valley Village) PUMA, CA",3596122720.0,40611.03745230957,Insurance claims & policy processing clerks
724,"Fond du Lac & Calumet Counties PUMA, WI",3595914987.0,43883.12914849664,Heavy vehicle & mobile equipment service technicians & mechanics
632,"East of US-75 PUMA, TX",3595156997.0,43839.29048605417,Dental assistants
675,"Erie County (Northeast) PUMA, NY",3595057355.0,45473.71708761713,"Sales representatives of services, except advertising, insurance, financial services, and travel"
1603,"Orange County (Southeast) PUMA, FL",3588261303.0,41758.87912112962,Other managers
1831,"Rock County PUMA, WI",3584548635.0,40628.42841556562,Painting workers
268,"Burlington City PUMA, NJ",3584398395.0,44516.67235648461,"Transportation, storage, & distribution managers"
1584,"Oklahoma City (West) PUMA, OK",3584044049.0,45282.34086194431,"Miscellaneous material moving workers, including mine shuttle car operators, & tank car, truck, & ship loaders"
1824,"Riverside City (West) PUMA, CA",3582087642.0,40460.127598230974,"Power plant operators, distributors, & dispatchers"
1933,"Saratoga County (South & Central) PUMA, NY",3581816689.0,46341.33862674098,Waiters & waitresses
1085,"Jurupa Valley & Eastvale Cities PUMA, CA",3581087002.0,41391.09242831211,Firefighters
1194,"Las Vegas (Northeast) & North Las Vegas (Outer) Cities PUMA, NV",3580711937.0,43709.61799062058,Stockers and order fillers
136,"Beaverton City (West) & Aloha PUMA, OR",3579663761.0,46898.36185305068,"Ushers, lobby attendants, & ticket takers"
654,"El Paso City (Northwest) PUMA, TX",3578864012.0,44589.15927474187,Maids & housekeeping cleaners
76,"Auburn & Colfax Cities PUMA, CA",3576514158.0,45987.24344077355,"Broadcast & sound engineering technicians & radio operators, & media & communication equipment workers, all other"
1304,"Marathon County PUMA, WI",3570606912.0,42644.524540271195,Firstline supervisors of office & administrative support workers
715,"Flatbush & Midwood PUMA, NY",3569500395.0,43322.411043476495,"Helpers, construction trades"
657,"Elgin (North & Central) & Dundee Townships PUMA, IL",3567689083.0,42191.90905161017,Landscaping and groundskeeping workers
2371,"York City & Shiloh PUMA, PA",3566584754.0,43356.684470740016,Preschool & kindergarten teachers
2311,"Westminster & Northglenn Cities PUMA, CO",3566104971.0,43991.94994780314,Food service managers
1397,"Mint Hill & Matthews (North) Towns PUMA, NC",3565085235.0,44154.31043059191,"Claims adjusters, appraisers, examiners, & investigators"
1439,"Mount Clemens & Fraser Area PUMA, MI",3562821716.0,43047.597750994464,Writers & authors
1054,"Jacksonville City (Southeast River) PUMA, FL",3561124917.0,47941.6365604896,Interior designers
33,"Allston, Brighton & Fenway PUMA, MA",3560001976.0,46189.205307429474,Computer support specialists
613,"Eagle, Summit, Grand & Jackson Counties PUMA, CO",3558997702.0,42876.11311143193,Physician assistants
320,"Carson City, Lyon, Douglas & Storey Counties PUMA, NV",3558093187.0,43178.43144010828,Mental health counselors
1359,"Miami Beach City & Miami Shores Village PUMA, FL",3554138897.0,47470.158958496664,"Power plant operators, distributors, & dispatchers"
1524,"North of I-30 PUMA, TX (79500US4802509)",3550748131.0,43669.02222959544,"Secretaries and administrative assistants, except legal, medical, and executive"
591,"Dover City PUMA, DE",3548640819.0,44134.89716910589,Preschool & kindergarten teachers
2139,"Tantalus to Waikiki PUMA, HI",3547460470.0,47580.76645463108,Registered nurses
717,"Florence City PUMA, SC",3545900210.0,45081.8308243053,Surface mining machine operators and earth drillers
187,"Bloom & Rich Townships PUMA, IL",3545353997.0,43989.41938452924,"Secretaries and administrative assistants, except legal, medical, and executive"
1633,"Oxon Hill, Hillcrest Heights & Temple Hills PUMA, MD",3539190269.0,44689.00967971229,Other drafters
1538,"Northern Kentucky Area Development District (Southeast) PUMA, KY",3538587382.0,44750.920717332614,Sheet metal workers
2058,"St. Clair County PUMA, MI",3532300634.0,42156.90087476192,Marketing managers
383,"Chesapeake City (South & West) PUMA, VA",3529900159.0,48371.06209949685,Massage therapists
1948,"Sebastian & Crawford Counties PUMA, AR",3525521459.0,41786.35807763973,Cashiers
1168,"Lake (South) & Sumter (South) Counties PUMA, FL",3524678568.0,42696.127441307115,Firstline supervisors of production & operating workers
1822,"Riverdale, Fieldston & Kingsbridge PUMA, NY",3524525930.0,44832.633942394474,"Sawing machine setters, operators, & tenders, wood"
1974,"Simi Valley City PUMA, CA",3524180926.0,45486.51552439244,Postal service mail carriers
2056,"St. Clair County (Central & Northeast) PUMA, IL",3524057303.0,46115.50588488125,General & operations managers
1134,"LA City (Central/West Adams & Baldwin Hills) PUMA, CA",3523926759.0,39951.54759268675,Correspondence clerks & order clerks
1452,"Muscogee & Chattahoochee Counties PUMA, GA",3523234275.0,42711.162468798975,Paramedics
1253,"Lodi, Ripon & Escalon Cities PUMA, CA",3522047085.0,42999.76628105214,Nurse practitioners & nurse midwives
2357,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities) PUMA, MA",3521355698.0,43966.67888908196,Other psychologists
2297,"West Palm Beach City (Southeast) & Palm Beach Town PUMA, FL",3519513217.0,42011.745421861095,Stockers and order fillers
862,"Greensboro City (North) PUMA, NC",3518833852.0,45203.247346146185,Firstline supervisors of fire fighting & prevention workers
350,"Centre County PUMA, PA",3516242833.0,41867.8440822985,Writers & authors
2259,"Washtenaw County (East Central, Outside Ann Arbor City) PUMA, MI",3515047894.0,45441.28388102459,Food batchmakers
1499,"Noble, DeKalb, LaGrange & Steuben Counties PUMA, IN",3514707494.0,41190.64125019148,"Sales representatives, wholesale & manufacturing"
888,"Hamden, Ansonia, Seymour, Derby, Woodbridge & Bethany Towns PUMA, CT",3513891321.0,44426.760871129634,Tree trimmers and pruners
127,"Bayonne City, Kearney & Harrison Towns PUMA, NJ",3512179280.0,42143.09669550671,"Hosts & hostesses, restaurant, lounge, & coffee shop"
57,"Arden-Arcade, Carmichael & Fair Oaks (West) PUMA, CA",3512135948.0,44960.940656579965,Postsecondary teachers
1033,"Islip Town (East) PUMA, NY",3504329812.0,42563.602090199114,"Miscellaneous engineers, including nuclear engineers"
1594,"Onondaga County (North) PUMA, NY",3504301256.0,44969.345026550945,"Transportation, storage, & distribution managers"
2309,"Westfield & Holyoke Cities PUMA, MA",3502115723.0,41287.384293635914,Construction managers
622,"East Honolulu to Kapahulu PUMA, HI",3499702619.0,45032.59102954971,Magnetic resonance imaging technologists
1967,"Sherburne & Benton Counties PUMA, MN",3498262416.0,44084.904072755315,"Library assistants, clerical"
674,"Erie County (North Central) PUMA, NY",3498195986.0,45745.26448683662,Insurance sales agents
1692,"Philadelphia City (Southeast) PUMA, PA",3494766719.0,44131.2171778005,Occupational therapy assistants & aides
682,"Essex County (Northeast) PUMA, NJ",3494662249.0,44780.04823288723,Other financial clerks
2366,"Yavapai County PUMA, AZ",3493316754.0,42893.96530361791,Clergy
1456,"Myrtle Beach, North Myrtle Beach Cities & Socastee (East) PUMA, SC",3488878818.0,45906.136900719575,Licensed practical & licensed vocational nurses
149,"Bellmawr & Pine Hill Boroughs PUMA, NJ",3488799126.0,42591.03653614383,Parts salespersons
945,"Highland Springs, East Highland Park & Glen Allen PUMA, VA",3487448687.0,41920.46092608463,Electricians
242,"Brooklyn Park, Maple Grove (East) & Osseo Cities PUMA, MN",3486028039.0,44537.657959545366,Packaging & filling machine operators & tenders
2024,"Southeast South Dakota (Outside Sioux Falls City) PUMA, SD",3481982521.0,42734.71541948228,"Other machine tool setters, operators, and tenders, metal and plastic"
344,"Central Oahu PUMA, HI",3480813997.0,43050.22377384794,Coaches and scouts
1612,"Orlando City (East Downtown) & Azalea Park PUMA, FL",3479506587.0,45695.06223021206,Accountants & auditors
1934,"Saratoga Springs, Payson & Lehi (Southwest) Cities PUMA, UT",3478452991.0,42873.53274806351,"Food servers, nonrestaurant"
1484,"New Orleans City (South) PUMA, LA",3474638139.0,47416.66452137091,"Hairdressers, hairstylists, & cosmetologists"
368,"Chatham & Lee Counties PUMA, NC",3472730632.0,44202.45414656563,Diagnostic medical sonographers
1764,"Purchase Area Development District PUMA, KY",3469355824.0,41529.89891334258,Couriers & messengers
849,"Greater Spokane Valley City PUMA, WA",3467986454.0,43711.020614256886,Medical records specialists
877,"Gwinnett County (East) PUMA, GA",3466475902.0,45575.35503941197,Waiters & waitresses
2209,"Vacaville & Dixon Cities PUMA, CA",3466206557.0,43190.02631002518,Receptionists & information clerks
2011,"South of I-10 & West of TX-6 PUMA, TX",3464955380.0,45607.869973438406,Industrial & refractory machinery mechanics
2061,"St. Croix & Dunn Counties PUMA, WI",3458916625.0,42195.423330854675,Computer & information systems managers
2182,"Trussville, Center Point & Gardendale Cities PUMA, AL",3457129788.0,43462.30744755783,"Hairdressers, hairstylists, & cosmetologists"
128,"Bayside, Douglaston & Little Neck PUMA, NY",3454562236.0,45137.78965856833,Firstline supervisors of housekeeping & janitorial workers
491,"Corona City (South), Woodcrest & Home Gardens PUMA, CA",3450644347.0,45303.2196798321,"Heating, air conditioning, & refrigeration mechanics & installers"
1731,"Point Pleasant Borough PUMA, NJ",3448700636.0,45131.75849310659,Childcare workers
1866,"Salisbury City PUMA, MD",3447789294.0,40469.36030054711,Logisticians
385,"Chester & Rockwood PUMA, VA",3443985770.0,45714.9727951041,Medical assistants
1007,"Indio, Coachella, Blythe & La Quinta (East) Cities PUMA, CA",3440805186.0,40663.00400253892,Food service managers
1164,"Lafayette Parish (South) PUMA, LA",3437717872.0,46343.66877939194,"Heating, air conditioning, & refrigeration mechanics & installers"
1540,"Northern Shenandoah Valley Regional Commission (North) PUMA, VA",3435426026.0,44859.5206192468,"Computer, automated teller, & office machine repairers"
1882,"San Buenaventura (Ventura) City PUMA, CA",3434407351.0,46764.17565187136,"Other engineering technologists and technicians, except drafters"
1879,"San Antonio City (North), Hollywood Park Town & Shavano Park City PUMA, TX",3434188920.0,46791.86564194497,Materials engineers
1733,"Polk County (Northeast) PUMA, FL",3433052035.0,42465.99567540399,Recreation workers
1114,"Kernersville Town & Clemmons Village PUMA, NC",3433026162.0,46122.45796560727,Firstline supervisors of nonretail sales workers
1460,"Nashville-Davidson (Central) PUMA, TN",3431935999.0,43166.37394518065,Nursing assistants
10,"Alachua County (Outer) PUMA, FL",3431649390.0,47984.34395669884,Construction managers
673,"Erie County (Central) PUMA, NY",3431606315.0,42720.11291595223,Advertising sales agents
5,"Addison & Bloomingdale (North) Townships PUMA, IL",3431097800.0,45515.396718991055,Computer & information systems managers
117,"Bath City & Brunswick PUMA, ME",3429082043.0,46296.45449036519,Chefs & head cooks
1837,"Rocklin, Lincoln Cities & Loomis Town PUMA, CA",3428102081.0,47417.320020408275,Driver/sales workers & truck drivers
1480,"New London County (North) PUMA, CT",3427081136.0,44821.492859520906,Landscaping and groundskeeping workers
1433,"Moreno Valley City PUMA, CA",3423102704.0,41320.11975910061,"Other education, training, & library workers"
1715,"Pittsburg & Concord (North & East) Cities PUMA, CA",3420006190.0,44199.959216007,Dining room and cafeteria attendants and bartender helpers
991,"Huntsville (North) & Madison (East) Cities PUMA, AL",3416051277.0,45944.91175072079,"Packers & packagers, hand"
1198,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties PUMA, AL",3415348254.0,43511.65443003304,Financial managers
452,"Colorado Springs City (West) PUMA, CO",3414177107.0,46030.457738900266,Loan interviewers & clerks
1320,"Matanuska-Susitna & Kenai Peninsula Boroughs PUMA, AK",3412766869.0,42378.85130461728,Data entry keyers
1240,"Lindenwold & Collingswood Boroughs PUMA, NJ",3410302358.0,44029.88791373992,Secondary school teachers
