Location,Total salary,Average salary,occupation_name
"Nassau & Baker Counties PUMA, FL",2713118133.0,43826.82703734583,"Miscellaneous first-line supervisors, protective service workers"
"Shawnee City PUMA, OK",2712382142.0,41479.73376008543,Tellers
"Lompoc, Guadalupe, Solvang & Buellton Cities PUMA, CA",2709104188.0,44493.291830509115,Pharmacy technicians
"Orange & Hardin Counties PUMA, TX",2708684544.0,42880.544001993476,Education administrators
"Brazoria County (Central)Alvin City PUMA, TX",2707746986.0,42758.19621837184,"Maintenance workers, machinery"
"Rowan County PUMA, NC",2707464805.0,42349.20306621967,"Packers & packagers, hand"
"Tompkins County PUMA, NY",2705934664.0,43532.55276213738,Waiters & waitresses
"Lancaster City, East Lampeter, Lancaster & West Lampeter Townships PUMA, PA",2705677273.0,42388.90296163829,"Bus drivers, school"
"Indian River County PUMA, FL",2705495920.0,44648.407686288745,Construction managers
"Dearborn & Dearborn Heights Cities PUMA, MI",2704791198.0,43385.30893742916,Human resources workers
"Port Arthur City PUMA, TX",2702731372.0,42840.22900903376,Advertising sales agents
"Co-op City, Pelham Bay & Schuylerville PUMA, NY",2702144490.0,41861.24499187893,Cashiers
"Columbus (Far West) & Hilliard (South) Cities PUMA, OH",2700259728.0,45462.630539736114,Data entry keyers
"Great Falls City PUMA, MT",2698881452.0,41794.71794381964,Coaches and scouts
"Damascus City PUMA, OR",2698391290.0,42671.70246767326,Stockers and order fillers
"Irvington, Ten Hills & Cherry Hill PUMA, MD",2690281632.0,44000.960216762076,Aerospace engineers
"Chelan & Douglas Counties PUMA, WA",2689946982.0,43413.70933265005,Licensed practical & licensed vocational nurses
"Tampa City (Central) PUMA, FL",2689183673.0,41767.3381966907,Editors
"Tacoma City (South), Parkland & Spanaway PUMA, WA",2688154809.0,39809.763292628195,Graphic designers
"Cecil County PUMA, MD",2688130351.0,44253.53967171657,Other teachers and instructors
"Franklin County (Outside Washington Township & Waynesboro Borough) PUMA, PA",2687374249.0,41959.22838489632,"Bus drivers, school"
"Clinton, Muscatine, Jones & Cedar Counties PUMA, IA",2686922804.0,41762.04338149141,Firstline supervisors of retail sales workers
"Fresno City (Southwest) PUMA, CA",2686194455.0,41506.680269162935,General & operations managers
"Floyd, Polk & Haralson Counties PUMA, GA",2685371111.0,41868.08896191084,Security & fire alarm systems installers
"Cayuga & Onondaga (South) Counties PUMA, NY",2683783968.0,44688.882530863346,Tutors
"Kaufman County PUMA, TX",2683599239.0,42073.3645992507,Dishwashers
"Mifflin, Union, Snyder & Juniata Counties PUMA, PA",2682641312.0,40019.70859865351,Advertising & promotions managers
"Salina City PUMA, KS",2680969501.0,41109.76501320384,Other managers
"Morgan, Putnam & Brown Counties PUMA, IN",2678296783.0,42200.3272463409,Artists & related workers
"Orlando City (South Central), Conway & Pine Castle PUMA, FL",2677854142.0,43546.93144058247,Property appraisers and assessors
"Granite City, Alton, Wood River Cities & Godfrey Village PUMA, IL",2674263279.0,40894.34033755186,Elementary & middle school teachers
"Pueblo City & Pueblo West PUMA, CO",2674222520.0,43342.71471352767,Receptionists & information clerks
"Raleigh, Mercer & Fayette Counties PUMA, WV",2673914360.0,42665.258264925586,Firstline supervisors of construction trades & extraction workers
"Brighton Park, New City, Bridgeport & McKinley Park PUMA, IL",2672697882.0,42470.519915001736,Printing press operators
"Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA, TX",2672494878.0,43063.037134905135,"Educational, guidance, and career counselors and advisors"
"Lee, Pontotoc & Union CountiesTupelo City PUMA, MS",2672422719.0,44451.65882613564,Human resources workers
"Santa Maria City & Orcutt PUMA, CA",2670943775.0,41646.188547678496,Firefighters
"Kokomo City PUMA, IN",2670489366.0,43141.26457076909,Firstline supervisors of office & administrative support workers
"Huber Heights, Trotwood, Vandalia & Englewood Cities PUMA, OH",2669431102.0,43261.753871886795,Packaging & filling machine operators & tenders
"Wakefield, Williamsbridge & Woodlawn PUMA, NY",2666853241.0,39397.2416226046,Carpenters
"Denver City (Southwest) PUMA, CO",2665056851.0,42386.0151888495,Aerospace engineers
"Sierra Vista City PUMA, AZ",2664923104.0,42629.58096985783,"Dispatchers, except police, fire, and ambulance"
"Nueces County (Central)Corpus Christi City (South Central) PUMA, TX",2663835071.0,44152.68641838896,Machinists
"Jefferson County (North) PUMA, MO",2663781102.0,44198.887866152974,Speechlanguage pathologists
"Lynn City, Swampscott & Nahant Towns PUMA, MA",2662230158.0,44776.031896051565,Bartenders
"Antioch City PUMA, CA",2662049430.0,40407.76624800596,"Social workers, all other"
"Garland (Northwest) & Richardson (East) Cities PUMA, TX",2660945101.0,42663.04259909784,"Wholesale & retail buyers, except farm products"
"Huntsville City (Far Southeast) PUMA, AL",2657473459.0,46051.63700422262,Refuse & recyclable material collectors
"Sandoval County PUMA, NM",2657019706.0,42510.91441855983,Dietetic technicians and ophthalmic medical technicians
"Sumter City PUMA, SC",2653807495.0,42696.4853089311,Mental health counselors
"Georgia Mountains Regional Commission (North & Northwest) PUMA, GA",2652192665.0,44283.130230828225,Computer systems analysts
"Manhattan City PUMA, KS",2652106116.0,43212.724191126756,Retail salespersons
"Cherokee, Newberry, Chester & Union Counties PUMA, SC",2651721190.0,40494.16610245326,Nursing assistants
"Manchester City PUMA, NH",2646742853.0,43659.46303999909,Counter & rental clerks
"Grafton & Coos Counties PUMA, NH",2645635430.0,44228.16539705989,Clergy
"Randolph County PUMA, NC",2645554390.0,41541.9097347766,"Plumbers, pipefitters, and steamfitters"
"Dayton & Riverside Cities PUMA, OH",2645347648.0,40823.81651472875,Construction managers
"Richmond (Southwest) & San Pablo Cities PUMA, CA",2645167271.0,41403.84721701325,"Butchers & other meat, poultry, & fish processing workers"
"Kosciusko & Marshall Counties PUMA, IN",2643806997.0,41154.94547388384,Billing & posting clerks
"Lakeside, Winter Gardens & Ramona PUMA, CA",2641572098.0,45510.944017140115,"Crushing, grinding, polishing, mixing, & blending workers"
"Bridgeport Town PUMA, CT",2641283925.0,38571.32426398571,"Butchers & other meat, poultry, & fish processing workers"
"North Highlands, Foothill Farms & McClellan Park PUMA, CA",2637082078.0,41775.81139530788,Loan interviewers & clerks
"Monterey Park & Rosemead Cities PUMA, CA",2636931401.0,41059.94109320111,Clergy
"Barren River Area Development District (Outer) PUMA, KY",2635840546.0,41170.73670479643,Detectives & criminal investigators
"Paterson City PUMA, NJ",2634317799.0,37362.262614436826,Artists & related workers
"Lackawanna (Outside Greater Scranton City) & Wyoming Counties PUMA, PA",2633350106.0,42533.273636812715,Railtrack laying & maintenance equipment operators
"Northeast Georgia Regional Commission (East) PUMA, GA",2633054684.0,44016.636512208024,Firstline supervisors of construction trades & extraction workers
"Jackson County (North Central) PUMA, MO",2624702007.0,39829.52166529387,Clergy
"Northwest Lower Peninsula (East) PUMA, MI",2621199983.0,41199.233852633144,"Maintenance & repair workers, general"
"Pasco, Richland (North) & West Richland Cities PUMA, WA",2619636788.0,44951.41371745066,Teaching assistants
"Covina & Walnut Cities PUMA, CA",2617873895.0,44363.439800994405,Precision instrument & equipment repairers
"San Jose City (East Central/East Valley) PUMA, CA",2614827531.0,43181.34668593321,"Archivists, curators, & museum technicians"
"Josephine, Coos & Curry Counties PUMA, OR",2614330553.0,40637.81853400744,Firstline supervisors of police & detectives
"Crow Wing, Morrison, Todd & Wadena Counties PUMA, MN",2611495118.0,41943.90050891237,"Model makers, patternmakers, & molding machine setters, metal & plastic"
"DeKalb County (South) PUMA, GA",2611378034.0,41243.29412816,Social & community service managers
"Winston-Salem City (North) PUMA, NC",2611146001.0,44776.11164627903,Mechanical engineers
"Mattapan & Roxbury PUMA, MA",2609752038.0,43562.260029176774,"Office clerks, general"
"Bowling Green City PUMA, OH",2609080083.0,44471.509512859535,Automotive body & related repairers
"Lenawee & Hillsdale Counties PUMA, MI",2604909630.0,40312.50789868462,"Business operations specialists, all other"
"Bloomsburg Town & Berwick Borough PUMA, PA",2600472434.0,42153.87981742362,"Mail clerks & mail machine operators, except postal service"
"Montgomery, Bond, Clinton, Fayette & Effingham Counties PUMA, IL",2598406612.0,41501.32816208588,Secondary school teachers
"Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties PUMA, FL",2597745924.0,42765.186389194176,Driver/sales workers & truck drivers
"Denton (Central) & Corinth Cities PUMA, TX",2596798354.0,41843.102497367494,Computer programmers
"Van Buren & Cass Counties PUMA, MI",2595393904.0,42754.61870840252,Postal service clerks
"Sacramento City (North), Antelope & Rio Linda PUMA, CA",2591707740.0,41560.36177957071,Training & development managers
"Louisville/Jefferson County (South Central) PUMA, KY",2588671780.0,43133.21183933599,Dental assistants
"Heart of Texas COG (Outside McLennan County) & Navarro County PUMA, TX",2588339550.0,41541.6574274042,Other financial clerks
"Fayette County PUMA, PA",2586954238.0,42337.15307697397,"Drywall installers, ceiling tile installers, & tapers"
"Fort Wayne City (South) PUMA, IN",2586677442.0,41542.13249390822,Sewing machine operators
"New Carrollton & Hyattsville (Southeast) Cities PUMA, MD",2586375986.0,44783.9089203987,"Hosts & hostesses, restaurant, lounge, & coffee shop"
"Seminole County (North Central) PUMA, FL",2586115451.0,45716.21789712997,Insurance sales agents
"Saline County PUMA, AR",2585940480.0,45080.55597210504,Human resources workers
"Waukegan, Zion, Benton & Newport Townships PUMA, IL",2585882697.0,39535.14337745646,"Miscellaneous metal workers & plastic workers, including multiple machine tool setters"
"Barron, Polk, Clark & Chippewa (North) Counties PUMA, WI",2585494083.0,42970.90974741095,Private detectives & investigators
"Memphis City (Central Riverside) PUMA, TN",2584516238.0,43267.79713811032,Automotive service technicians & mechanics
"South of Aldine & Inside Beltway TX-8 PUMA, TX",2583636125.0,43803.60327447968,"Maintenance workers, machinery"
"Between Loop TX-1604 & Loop I-410 PUMA, TX (79500US4805910)",2577519657.0,43186.568313707765,Receptionists & information clerks
"Cincinnati City (Central) PUMA, OH",2577390985.0,45681.63256998925,Chefs & head cooks
"Omaha City (Southeast) PUMA, NE",2575953778.0,41713.49288140317,Financial managers
"Alliance City PUMA, OH",2575025128.0,42210.9452968668,Computer systems analysts
"Cuyahoga Falls (Southeast), Stow & Tallmadge Cities PUMA, OH",2574243099.0,45859.74616176001,Taxi drivers
"Gastonia & Belmont Cities PUMA, NC",2572956309.0,41610.80363706363,Logisticians
"Trumbull (Outside Warren City) & Mahoning (Outside Youngstown City) Counties PUMA, OH",2572568767.0,42343.778529176074,Other entertainment attendants and related workers
"Greene, Carter, Unicoi & Johnson Counties PUMA, TN",2571459222.0,42945.674146405465,Phlebotomists
"Mankato City PUMA, MN",2570981165.0,43246.320165199126,"Sales representatives of services, except advertising, insurance, financial services, and travel"
"Auglaize, Mercer & Van Wert Counties PUMA, OH",2567509163.0,42144.75538078878,Physician assistants
"Bibb CountyMacon City PUMA, GA",2564926642.0,42464.43473402784,Correspondence clerks & order clerks
"Bedford, Amherst, Appomattox Counties & Bedford City PUMA, VA",2563661549.0,41739.49685474986,Embalmers & funeral attendants
"South of US-290 & West of TX-6 PUMA, TX",2562997946.0,46072.687731026694,Other assemblers and fabricators
"Three Rivers Regional Commission (East) PUMA, GA",2562929026.0,43163.725621510996,Medical assistants
"Murrysville Municipality & New Kensington City PUMA, PA",2561511379.0,42116.65652395959,Emergency medical technicians
"Between Loop TX-1604 & Loop I-410 PUMA, TX (79500US4805908)",2561321938.0,42777.8500188069,"Hotel, motel, & resort desk clerks"
"Tipton, Fayette & Lauderdale Counties PUMA, TN",2559237694.0,42749.132893504895,Detectives & criminal investigators
"Sheboygan County PUMA, WI",2557968999.0,42223.6993821006,"Eligibility interviewers, government programs"
"Canton & North Canton Cities PUMA, OH",2556550483.0,41410.51018141193,Credit analysts
"Fulton County (Central)Atlanta City (South) PUMA, GA",2555677286.0,42357.78969378356,Industrial production managers
"Mesquite City (Central & Southeast) PUMA, TX",2554615010.0,42227.68983689435,"Miscellaneous metal workers & plastic workers, including multiple machine tool setters"
"Johnson, Lafayette, Ray, Clinton & Caldwell Counties PUMA, MO",2554613999.0,41247.991656636405,Nursing assistants
"Decatur City PUMA, AL",2554369030.0,42605.969002208934,Management analysts
"River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA, GA",2553544985.0,42801.83729621518,Sewing machine operators
"Merced & Atwater Cities PUMA, CA",2552661869.0,40804.04545381407,"Maintenance & repair workers, general"
"New Britain, Berlin & Plainville Towns PUMA, CT",2551099570.0,41768.864927618306,Waiters & waitresses
"Lakewood City & Joint Base Lewis-McChord PUMA, WA",2550279630.0,42856.21343069569,"Miscellaneous production workers, including semiconductor processors"
"Central Shenandoah Planning District Commission (Northeast) PUMA, VA",2548582633.0,40871.410547469146,Musicians and singers
"Perth Amboy City & Sayreville Borough PUMA, NJ",2548461320.0,41214.48206739647,Clinical laboratory technologists & technicians
"Downtown & Sky Harbor International Airport PUMA, AZ",2548395565.0,41667.601800657394,Artists & related workers
"Huntington, Whitley, Adams & Wells Counties PUMA, IN",2547996567.0,41629.77193934459,Cleaners of vehicles & equipment
"Wilkes-Barre & Hazleton Cities PUMA, PA",2547148208.0,42207.5030800766,Property appraisers and assessors
"Hood, Erath, Palo Pinto & Somervell Counties PUMA, TX",2547036203.0,43202.9197971389,"Miscellaneous installation, maintenance, & repair workers, including wind turbine service technicians"
"Ames City PUMA, IA",2545921923.0,42264.163735761904,Web developers
"Johnson City PUMA, TN",2544473256.0,44265.18758271544,Home health aides
"Houston (Southeast) & Webster Cities PUMA, TX",2541730091.0,44492.217629802115,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic"
"Greater Grand Junction & Fruita Cities PUMA, CO",2541159865.0,42497.42377542877,Physicians
"Aurora City (Northwest) PUMA, CO",2539528213.0,42327.738686219156,Speechlanguage pathologists
"Escambia County (North) PUMA, FL",2539473454.0,43951.27010683318,Firstline supervisors of office & administrative support workers
"Burke & McDowell Counties PUMA, NC",2536852704.0,42690.995101995984,Computer & information systems managers
"Tallahassee City (Central) PUMA, FL",2536175558.0,41981.12799851797,Musicians and singers
"Pasco County (East Central) PUMA, FL",2535589813.0,44481.04582648196,Secondary school teachers
"Dodge, Cass, Saunders & Washington Counties PUMA, NE",2535056326.0,43924.632621844605,"Child, family, and school social workers"
